"uid","degree_uid","name","duration","remote","learning","alternation","remunerated","prerequisites","created_at","edited_at"
"WCKPPNPHK","DTPGJVTAA","DÉVELOPPEUR WEB & MOBILE","512h, entreprise : 728h","0","0","1","1","Titulaire diplôme CAP, BEP, Classe de 1re – terminale ou équivalent.Utilisation courante d’un ordinateur,d’Internet et des outils bureautiques.","2022-09-17 20:07:52","2022-09-17 20:07:52"
