"uid","institution_uid","name","address1","address2","address3","zip","city","country","created_at","edited_at"
"ERCRZTWQW","ESGVTPSMZ","CFA Numérique Martinique","Centre d’affaires Dillon Valmenière",,,"97200","Fort-de-France","MQ","2022-09-17 20:02:02","2022-09-17 20:02:02"
